sale_id,date,service,price,promotion,quantity,revenue,cost,profit,region,age,gender,income,channel,payment_method
S00588,2023-03-06,Fence Repair,1008.82,SUMMER15,1,857.49,605.29,252.2,NY,35.0,Female,<40k,Online Booking,Mobile Pay
S00589,2023-03-06,Water Heater Installation,993.4,None,1,993.4,596.04,397.36,CA,38.0,Male,80-120k,Walk-in,Debit Card
S00590,2023-03-06,Fence Repair,280.26,SUMMER15,2,476.44,336.31,140.13,PA,31.0,Male,40-80k,Phone,Cash
S00591,2023-03-06,Gutter Cleaning,765.24,REFERRAL20,1,612.19,459.14,153.05,WA,39.0,Non-binary,80-120k,Walk-in,Mobile Pay
S00592,2023-03-06,Electrical Wiring,534.05,None,2,1068.1,640.86,427.24,FL,55.0,Male,80-120k,Phone,Cash
S00593,2023-03-06,Gutter Cleaning,1314.01,REFERRAL20,1,1051.21,788.41,262.8,PA,40.0,Non-binary,<40k,Online Booking,Debit Card
S00594,2023-03-06,Fence Repair,1168.61,SPRING10,1,1051.75,701.17,350.58,NJ,34.0,Male,80-120k,Walk-in,Debit Card
S00595,2023-03-06,Roof Repair,420.14,None,2,840.28,504.17,336.11,NJ,18.0,Male,120k+,Online Booking,Cash
S00596,2023-03-06,Electrical Wiring,109.94,LOYALTY,2,175.9,131.92,43.97,CA,27.0,Non-binary,<40k,Phone,Mobile Pay
S00597,2023-03-06,Window Replacement,603.75,REFERRAL20,1,483.0,362.25,120.75,TX,51.0,Female,<40k,Walk-in,Credit Card
S00598,2023-03-06,Gutter Cleaning,1438.37,LOYALTY,1,1150.7,863.02,287.67,WA,50.0,Non-binary,40-80k,Walk-in,Debit Card
S00599,2023-03-06,Lawn Maintenance,659.61,None,3,1978.82,1187.29,791.53,NJ,26.0,Non-binary,80-120k,Walk-in,Mobile Pay
S00600,2023-03-06,Water Heater Installation,277.05,REFERRAL20,2,443.28,332.46,110.82,FL,49.0,Female,120k+,Phone,Cash
S00601,2023-03-07,Fence Repair,607.05,SPRING10,1,546.35,364.23,182.12,TX,25.0,Female,80-120k,Walk-in,Cash
S00602,2023-03-07,Gutter Cleaning,942.36,SPRING10,1,848.13,565.42,282.71,FL,38.0,Male,80-120k,Walk-in,Cash
S00603,2023-03-07,Lawn Maintenance,678.68,SPRING10,1,610.81,407.21,203.6,PA,55.0,Non-binary,<40k,Phone,Mobile Pay
S00604,2023-03-07,Window Replacement,1259.09,REFERRAL20,1,1007.28,755.46,251.82,NJ,35.0,Non-binary,80-120k,Phone,Credit Card
S00605,2023-03-07,Gutter Cleaning,154.34,None,1,154.34,92.6,61.74,CA,47.0,Female,40-80k,Online Booking,Credit Card
S00606,2023-03-07,Roof Repair,1268.94,SUMMER15,2,2157.2,1522.73,634.47,TX,40.0,Female,80-120k,Online Booking,Credit Card
S00607,2023-03-07,Painting,524.49,SPRING10,1,472.04,314.69,157.35,CA,27.0,Female,120k+,Online Booking,Debit Card
S00608,2023-03-07,Gutter Cleaning,143.5,LOYALTY,2,229.59,172.19,57.4,FL,38.0,Non-binary,80-120k,Walk-in,Credit Card
S00609,2023-03-08,Water Heater Installation,437.0,LOYALTY,1,349.6,262.2,87.4,NJ,57.0,Non-binary,80-120k,Walk-in,Credit Card
S00610,2023-03-08,Plumbing Repair,1376.21,SUMMER15,1,1169.78,825.72,344.05,FL,48.0,Non-binary,120k+,Online Booking,Cash
S00611,2023-03-08,Window Replacement,970.11,REFERRAL20,1,776.09,582.07,194.02,FL,44.0,Non-binary,40-80k,Phone,Mobile Pay
S00612,2023-03-08,Lawn Maintenance,1173.48,None,1,1173.48,704.09,469.39,TX,35.0,Male,<40k,Phone,Credit Card
S00613,2023-03-08,Water Heater Installation,627.53,SUMMER15,1,533.4,376.52,156.88,IL,33.0,Male,40-80k,Walk-in,Cash
S00614,2023-03-09,Plumbing Repair,1228.27,SUMMER15,1,1044.03,736.96,307.07,WA,32.0,Non-binary,40-80k,Online Booking,Debit Card
S00615,2023-03-09,HVAC Servicing,368.13,REFERRAL20,1,294.5,220.88,73.63,CA,36.0,Non-binary,80-120k,Phone,Cash
S00616,2023-03-09,Electrical Wiring,209.95,SUMMER15,1,178.46,125.97,52.49,FL,45.0,Male,<40k,Walk-in,Debit Card
S00617,2023-03-09,Water Heater Installation,1146.71,REFERRAL20,1,917.37,688.03,229.34,NJ,44.0,Male,80-120k,Online Booking,Debit Card
S00618,2023-03-09,HVAC Servicing,790.68,SUMMER15,1,672.08,474.41,197.67,,53.0,Female,40-80k,Walk-in,Mobile Pay
S00619,2023-03-09,Gutter Cleaning,1478.05,None,1,1478.05,886.83,591.22,NY,44.0,Non-binary,80-120k,Phone,Debit Card
S00620,2023-03-09,Window Replacement,498.0,REFERRAL20,1,398.4,298.8,99.6,FL,30.0,Male,80-120k,Phone,Credit Card
S00621,2023-03-09,Water Heater Installation,921.48,SUMMER15,1,783.25,552.89,230.37,IL,34.0,Male,80-120k,Walk-in,Mobile Pay
S00622,2023-03-09,Fence Repair,728.09,None,1,728.09,436.85,291.23,IL,47.0,Non-binary,40-80k,Phone,Credit Card
S00623,2023-03-10,Electrical Wiring,1029.07,SPRING10,1,926.17,617.44,308.72,CA,56.0,Non-binary,<40k,Online Booking,Debit Card
S00624,2023-03-10,Water Heater Installation,310.86,None,2,621.71,373.03,248.68,FL,28.0,Non-binary,120k+,Walk-in,Credit Card
S00625,2023-03-10,Lawn Maintenance,636.28,None,1,636.28,381.77,254.51,WA,50.0,Non-binary,80-120k,Online Booking,Credit Card
S00626,2023-03-10,Electrical Wiring,838.16,None,2,1676.31,1005.79,670.53,TX,39.0,Female,<40k,Walk-in,Debit Card
S00627,2023-03-10,Painting,777.32,LOYALTY,1,621.85,466.39,155.46,NJ,42.0,Female,120k+,Phone,Cash
S00628,2023-03-10,Plumbing Repair,445.75,LOYALTY,2,713.2,534.9,178.3,NY,37.0,Non-binary,<40k,Walk-in,Credit Card
S00629,2023-03-10,Window Replacement,1375.15,None,2,2750.31,1650.18,1100.12,NY,60.0,Female,<40k,Phone,Cash
S00630,2023-03-10,Window Replacement,1189.92,None,1,1189.92,713.95,475.97,IL,42.0,Female,120k+,Phone,Credit Card
S00631,2023-03-10,Fence Repair,941.34,SPRING10,1,847.21,564.8,282.4,FL,27.0,Male,120k+,Walk-in,Cash
S00632,2023-03-10,Lawn Maintenance,356.09,SUMMER15,1,302.68,213.66,89.02,PA,39.0,Male,40-80k,Online Booking,Credit Card
S00633,2023-03-10,Plumbing Repair,705.41,REFERRAL20,1,564.33,423.25,141.08,NJ,40.0,Non-binary,<40k,Phone,Debit Card
S00634,2023-03-10,HVAC Servicing,355.68,SPRING10,1,320.11,213.41,106.7,NJ,,Non-binary,40-80k,Online Booking,Debit Card
S00635,2023-03-10,Roof Repair,992.37,REFERRAL20,1,793.89,595.42,198.47,IL,31.0,Male,<40k,Online Booking,Credit Card
S00636,2023-03-10,Gutter Cleaning,1171.15,LOYALTY,1,936.92,702.69,234.23,NY,52.0,Female,<40k,Phone,Credit Card
S00637,2023-03-10,Roof Repair,777.86,REFERRAL20,1,622.29,466.71,155.57,WA,24.0,Female,80-120k,Online Booking,Debit Card
S00638,2023-03-11,,220.11,SUMMER15,1,187.1,132.07,55.03,NY,49.0,Male,80-120k,Phone,Mobile Pay
S00639,2023-03-11,HVAC Servicing,1392.51,REFERRAL20,1,1114.01,835.51,278.5,IL,36.0,Non-binary,40-80k,Walk-in,Cash
S00640,2023-03-11,HVAC Servicing,929.48,LOYALTY,2,1487.16,1115.37,371.79,TX,31.0,Male,80-120k,Online Booking,Debit Card
S00641,2023-03-11,Water Heater Installation,161.13,SUMMER15,1,136.96,96.68,40.28,PA,25.0,Male,80-120k,Phone,Mobile Pay
S00642,2023-03-11,Fence Repair,193.79,SUMMER15,1,164.72,116.27,48.45,IL,46.0,Female,<40k,Online Booking,Credit Card
S00643,2023-03-11,Painting,442.64,SPRING10,2,796.76,531.17,265.59,FL,56.0,Female,<40k,Walk-in,Credit Card
S00644,2023-03-11,Plumbing Repair,1385.6,REFERRAL20,1,1108.48,831.36,277.12,CA,33.0,Non-binary,120k+,Walk-in,Debit Card
S00645,2023-03-12,Plumbing Repair,367.79,REFERRAL20,1,294.23,220.67,73.56,IL,41.0,Non-binary,120k+,Walk-in,Debit Card
S00646,2023-03-12,HVAC Servicing,900.66,LOYALTY,2,1441.05,1080.79,360.26,FL,35.0,Non-binary,80-120k,Online Booking,Mobile Pay
S00647,2023-03-12,Gutter Cleaning,271.47,REFERRAL20,1,217.18,162.88,54.29,NY,37.0,Female,80-120k,Walk-in,Credit Card
S00648,2023-03-12,Roof Repair,774.79,REFERRAL20,1,619.83,464.88,154.96,TX,49.0,Non-binary,40-80k,Phone,Debit Card
S00649,2023-03-12,Lawn Maintenance,489.4,REFERRAL20,1,391.52,293.64,97.88,TX,39.0,Non-binary,120k+,Phone,Credit Card
S00650,2023-03-12,Roof Repair,745.22,LOYALTY,1,596.17,447.13,149.04,FL,41.0,Male,80-120k,Phone,Debit Card
S00651,2023-03-12,Plumbing Repair,327.06,SPRING10,1,294.35,196.23,98.12,PA,,Female,120k+,Phone,Credit Card
S00652,2023-03-13,Plumbing Repair,976.76,SUMMER15,1,830.25,586.06,244.19,NY,43.0,Non-binary,,Walk-in,Cash
S00653,2023-03-13,Window Replacement,276.8,REFERRAL20,2,442.87,332.16,110.72,TX,43.0,Female,120k+,Phone,Credit Card
S00654,2023-03-13,Gutter Cleaning,470.74,SUMMER15,2,800.26,564.89,235.37,NJ,35.0,Male,120k+,Phone,Cash
S00655,2023-03-13,Fence Repair,1107.94,LOYALTY,1,886.35,664.77,221.59,CA,37.0,Non-binary,40-80k,Phone,Debit Card
S00656,2023-03-13,Roof Repair,964.94,None,1,964.94,578.96,385.98,IL,25.0,Male,40-80k,Online Booking,Debit Card
S00657,2023-03-13,HVAC Servicing,245.54,REFERRAL20,3,589.3,441.98,147.33,NY,36.0,Non-binary,40-80k,Phone,Cash
S00658,2023-03-13,Electrical Wiring,1251.86,LOYALTY,1,1001.49,751.12,250.37,WA,45.0,Female,40-80k,Walk-in,Debit Card
S00659,2023-03-13,Water Heater Installation,746.53,None,1,746.53,447.92,298.61,FL,55.0,Male,40-80k,Walk-in,Debit Card
S00660,2023-03-13,Lawn Maintenance,675.31,REFERRAL20,1,540.24,405.18,135.06,CA,45.0,Non-binary,40-80k,Online Booking,Debit Card
S00661,2023-03-13,Painting,1079.04,SPRING10,1,971.13,647.42,323.71,NJ,23.0,Non-binary,<40k,Walk-in,Cash
S00662,2023-03-14,Electrical Wiring,438.47,SPRING10,1,394.62,263.08,131.54,WA,37.0,Non-binary,120k+,Phone,Debit Card
S00663,2023-03-14,Roof Repair,1341.56,LOYALTY,1,1073.25,804.94,268.31,TX,36.0,,40-80k,Walk-in,Cash
S00664,2023-03-14,Lawn Maintenance,766.48,SUMMER15,3,1954.52,1379.66,574.86,WA,42.0,Non-binary,<40k,Online Booking,Mobile Pay
S00665,2023-03-14,Water Heater Installation,1178.61,SPRING10,1,1060.75,707.17,353.58,NY,24.0,Male,40-80k,Walk-in,Mobile Pay
S00666,2023-03-14,Lawn Maintenance,673.39,REFERRAL20,1,538.71,404.03,134.68,NY,40.0,Male,120k+,Walk-in,Credit Card
S00667,2023-03-14,Gutter Cleaning,1179.71,REFERRAL20,1,943.77,707.83,235.94,NY,41.0,Male,120k+,Walk-in,Debit Card
S00668,2023-03-14,Window Replacement,631.89,REFERRAL20,1,505.52,379.14,126.38,CA,47.0,Non-binary,120k+,Walk-in,Mobile Pay
S00669,2023-03-14,HVAC Servicing,947.1,None,1,947.1,568.26,378.84,NJ,52.0,Male,120k+,Phone,Cash
S00670,2023-03-14,Window Replacement,346.98,REFERRAL20,2,555.16,416.37,138.79,NY,18.0,Female,40-80k,Phone,Mobile Pay
S00671,2023-03-14,Roof Repair,858.46,None,1,858.46,515.08,343.39,IL,38.0,Non-binary,120k+,Phone,Debit Card
S00672,2023-03-14,Plumbing Repair,289.72,None,1,289.72,173.83,115.89,NY,45.0,Non-binary,<40k,Phone,Debit Card
S00673,2023-03-14,HVAC Servicing,257.65,LOYALTY,2,412.24,309.18,103.06,PA,34.0,Male,40-80k,Phone,Cash
S00674,2023-03-14,Painting,669.29,REFERRAL20,1,535.43,401.57,133.86,NJ,32.0,Non-binary,80-120k,Walk-in,Cash
S00675,2023-03-14,Water Heater Installation,1212.53,SPRING10,1,1091.28,727.52,363.76,NJ,34.0,,120k+,Online Booking,Cash
S00676,2023-03-14,Gutter Cleaning,812.76,REFERRAL20,1,650.21,487.66,162.55,WA,32.0,Female,80-120k,Walk-in,Cash
S00677,2023-03-14,Water Heater Installation,956.32,SPRING10,1,860.69,573.79,286.9,NY,42.0,Non-binary,40-80k,Phone,Debit Card
S00678,2023-03-14,Electrical Wiring,1377.16,SPRING10,2,2478.88,1652.59,826.29,NJ,41.0,Female,<40k,Online Booking,Mobile Pay
S00679,2023-03-14,Plumbing Repair,442.6,None,1,442.6,265.56,177.04,TX,46.0,Female,120k+,Online Booking,Credit Card
S00680,2023-03-14,Painting,1460.87,SPRING10,2,2629.57,1753.05,876.52,PA,,Male,<40k,Walk-in,Mobile Pay
S00681,2023-03-15,Water Heater Installation,254.02,REFERRAL20,2,406.44,304.83,101.61,IL,38.0,Non-binary,<40k,Online Booking,Mobile Pay
S00682,2023-03-15,Fence Repair,719.35,None,1,719.35,431.61,287.74,FL,39.0,Non-binary,80-120k,Online Booking,Credit Card
S00683,2023-03-15,,861.43,REFERRAL20,1,689.14,516.86,172.29,FL,63.0,Non-binary,40-80k,Walk-in,Credit Card
S00684,2023-03-15,HVAC Servicing,1316.32,SPRING10,1,1184.69,789.79,394.9,CA,34.0,Male,<40k,Phone,Mobile Pay
S00685,2023-03-15,HVAC Servicing,707.67,LOYALTY,2,1132.27,849.2,283.07,NJ,21.0,Non-binary,40-80k,Walk-in,Credit Card
S00686,2023-03-15,Electrical Wiring,165.89,None,1,165.89,99.53,66.35,IL,42.0,Non-binary,80-120k,Phone,Cash
S00687,2023-03-15,Roof Repair,1307.88,REFERRAL20,1,1046.3,784.73,261.58,FL,43.0,Female,120k+,Walk-in,Credit Card
S00688,2023-03-15,Painting,1380.08,SPRING10,1,1242.07,828.05,414.02,NJ,43.0,Non-binary,<40k,Walk-in,Credit Card
S00689,2023-03-16,Gutter Cleaning,1365.53,SUMMER15,1,1160.7,819.32,341.38,PA,33.0,Male,80-120k,Walk-in,Cash
S00690,2023-03-16,Fence Repair,161.43,LOYALTY,1,129.15,96.86,32.29,WA,40.0,Male,80-120k,Phone,Mobile Pay
S00691,2023-03-16,Window Replacement,722.27,None,1,722.27,433.36,288.91,WA,45.0,Male,80-120k,Online Booking,Mobile Pay
S00692,2023-03-16,Roof Repair,100.56,SPRING10,2,181.01,120.67,60.34,PA,29.0,Female,80-120k,Walk-in,Credit Card
S00693,2023-03-16,Painting,210.95,SPRING10,1,189.85,126.57,63.28,IL,36.0,Male,120k+,Walk-in,Cash
S00694,2023-03-16,Electrical Wiring,596.99,REFERRAL20,1,477.59,358.2,119.4,TX,18.0,Female,80-120k,Phone,Debit Card
S00695,2023-03-16,Window Replacement,1449.48,SUMMER15,1,1232.06,869.69,362.37,TX,39.0,Non-binary,40-80k,Phone,Debit Card
S00696,2023-03-16,Roof Repair,1325.01,SPRING10,1,1192.51,795.01,397.5,IL,36.0,Male,40-80k,Online Booking,Debit Card
S00697,2023-03-16,Window Replacement,232.38,SUMMER15,1,197.52,139.43,58.09,TX,52.0,Male,<40k,Online Booking,Mobile Pay
S00698,2023-03-16,Window Replacement,175.01,None,1,175.01,105.0,70.0,CA,59.0,Female,80-120k,Walk-in,Cash
S00699,2023-03-16,Fence Repair,971.57,REFERRAL20,1,777.26,582.94,194.31,IL,70.0,Female,40-80k,Walk-in,Cash
S00700,2023-03-16,Water Heater Installation,496.91,SPRING10,2,894.44,596.29,298.15,TX,42.0,Male,120k+,Phone,Credit Card
S00701,2023-03-16,Gutter Cleaning,1279.45,SUMMER15,1,1087.53,767.67,319.86,NJ,27.0,Non-binary,40-80k,Phone,Credit Card
S00702,2023-03-16,Gutter Cleaning,1469.57,LOYALTY,1,1175.66,881.74,293.91,PA,39.0,,<40k,Online Booking,Debit Card
S00703,2023-03-16,Water Heater Installation,782.45,REFERRAL20,1,625.96,469.47,156.49,NY,30.0,Female,80-120k,Walk-in,Cash
S00704,2023-03-16,Lawn Maintenance,702.44,REFERRAL20,1,561.95,421.47,140.49,IL,43.0,Male,80-120k,Phone,Cash
S00705,2023-03-17,HVAC Servicing,1342.85,SPRING10,1,1208.57,805.71,402.86,WA,49.0,Female,40-80k,Phone,Cash
S00706,2023-03-17,HVAC Servicing,143.7,LOYALTY,3,344.88,258.66,86.22,IL,33.0,Female,,Walk-in,Debit Card
S00707,2023-03-17,Window Replacement,837.23,SPRING10,1,753.51,502.34,251.17,NY,34.0,,80-120k,Online Booking,Mobile Pay
S00708,2023-03-17,Water Heater Installation,1485.09,SPRING10,1,1336.58,891.05,445.53,TX,38.0,Non-binary,40-80k,Phone,Credit Card
S00709,2023-03-17,Lawn Maintenance,1016.87,LOYALTY,1,813.5,610.12,203.37,WA,24.0,Male,80-120k,Phone,Cash
S00710,2023-03-17,Painting,1084.01,REFERRAL20,1,867.21,650.41,216.8,CA,68.0,Female,<40k,Walk-in,Debit Card
S00711,2023-03-17,Plumbing Repair,371.3,SPRING10,1,334.17,222.78,111.39,IL,32.0,Female,<40k,Phone,Cash
S00712,2023-03-17,Painting,902.89,SUMMER15,1,767.46,541.73,225.72,PA,46.0,Non-binary,80-120k,Phone,Credit Card
S00713,2023-03-17,Water Heater Installation,1306.27,None,2,2612.55,1567.53,1045.02,PA,18.0,Non-binary,40-80k,Walk-in,Debit Card
S00714,2023-03-17,Painting,427.68,SUMMER15,1,363.53,256.61,106.92,PA,42.0,Non-binary,120k+,Walk-in,Mobile Pay
S00715,2023-03-17,Electrical Wiring,475.9,LOYALTY,1,380.72,285.54,95.18,IL,46.0,Female,40-80k,Online Booking,Cash
S00716,2023-03-17,Water Heater Installation,654.79,REFERRAL20,1,523.83,392.87,130.96,NJ,40.0,Male,<40k,Online Booking,Cash
S00717,2023-03-18,Roof Repair,785.05,SUMMER15,1,667.29,471.03,196.26,PA,36.0,Non-binary,80-120k,Walk-in,Cash
S00718,2023-03-18,Window Replacement,759.1,LOYALTY,1,607.28,455.46,151.82,IL,23.0,Female,80-120k,Walk-in,Mobile Pay
S00719,2023-03-18,Water Heater Installation,1416.9,SPRING10,1,1275.21,850.14,425.07,TX,39.0,Male,40-80k,Walk-in,Debit Card
S00720,2023-03-18,Painting,862.25,None,1,862.25,517.35,344.9,FL,34.0,Male,120k+,Online Booking,Credit Card
S00721,2023-03-19,Electrical Wiring,1164.65,LOYALTY,3,2795.16,2096.37,698.79,CA,43.0,Male,120k+,Walk-in,Credit Card
S00722,2023-03-19,Electrical Wiring,735.39,SUMMER15,1,625.08,441.23,183.85,TX,46.0,Male,120k+,Phone,Debit Card
S00723,2023-03-19,Roof Repair,1289.44,SUMMER15,1,1096.02,773.66,322.36,WA,38.0,Non-binary,40-80k,Online Booking,Debit Card
S00724,2023-03-19,Plumbing Repair,910.78,None,1,910.78,546.47,364.31,PA,18.0,Female,120k+,Phone,Cash
S00725,2023-03-19,Gutter Cleaning,1361.27,LOYALTY,1,1089.02,816.76,272.25,TX,32.0,Non-binary,40-80k,Walk-in,Mobile Pay
S00726,2023-03-19,Window Replacement,945.84,LOYALTY,1,756.67,567.51,189.17,IL,42.0,Female,120k+,Walk-in,Debit Card
S00727,2023-03-19,Electrical Wiring,210.18,LOYALTY,1,168.14,126.11,42.04,IL,55.0,Female,120k+,Phone,Debit Card
S00728,2023-03-19,Painting,224.91,None,1,224.91,134.95,89.96,CA,22.0,Non-binary,40-80k,Phone,Cash
S00729,2023-03-19,Fence Repair,344.7,REFERRAL20,3,827.28,620.46,206.82,CA,58.0,Non-binary,120k+,Phone,Cash
S00730,2023-03-19,Plumbing Repair,555.59,LOYALTY,1,444.47,333.35,111.12,IL,45.0,Non-binary,40-80k,Online Booking,Cash
S00731,2023-03-20,Roof Repair,1466.22,LOYALTY,1,1172.98,879.73,293.24,NJ,58.0,Female,40-80k,Online Booking,Mobile Pay
S00732,2023-03-20,Water Heater Installation,134.58,SPRING10,2,242.24,161.49,80.75,IL,30.0,Male,120k+,Walk-in,Debit Card
S00733,2023-03-20,Gutter Cleaning,851.21,REFERRAL20,1,680.97,510.73,170.24,IL,43.0,Female,80-120k,Phone,Debit Card
S00734,2023-03-20,Electrical Wiring,449.86,SPRING10,1,404.88,269.92,134.96,TX,46.0,Female,<40k,Walk-in,Mobile Pay
S00735,2023-03-20,Window Replacement,1066.86,LOYALTY,1,853.49,640.12,213.37,IL,22.0,Non-binary,120k+,Online Booking,Cash
S00736,2023-03-20,Plumbing Repair,403.54,SPRING10,1,363.19,242.12,121.06,CA,27.0,Non-binary,<40k,Online Booking,Credit Card
S00737,2023-03-20,Painting,1458.94,SUMMER15,1,1240.09,875.36,364.73,TX,25.0,Non-binary,120k+,Walk-in,Credit Card
S00738,2023-03-20,Roof Repair,725.36,None,1,725.36,435.22,290.15,TX,58.0,Male,120k+,Online Booking,Cash
S00739,2023-03-20,Water Heater Installation,1255.19,SUMMER15,1,1066.91,753.11,313.8,WA,21.0,Female,120k+,Walk-in,Credit Card
S00740,2023-03-20,HVAC Servicing,354.53,None,1,354.53,212.72,141.81,TX,44.0,Male,80-120k,Phone,Credit Card
S00741,2023-03-20,Gutter Cleaning,1099.77,LOYALTY,1,879.81,659.86,219.95,TX,30.0,Male,80-120k,Phone,Credit Card
S00742,2023-03-20,Electrical Wiring,682.08,SPRING10,1,613.88,409.25,204.63,NJ,55.0,Female,40-80k,Walk-in,Credit Card
S00743,2023-03-20,Roof Repair,614.79,LOYALTY,1,491.83,368.88,122.96,NY,50.0,Non-binary,40-80k,Phone,Mobile Pay
S00744,2023-03-20,Painting,1032.1,SUMMER15,1,877.28,619.26,258.02,TX,27.0,Non-binary,<40k,Walk-in,Credit Card
S00745,2023-03-21,Painting,744.14,LOYALTY,1,595.31,446.49,148.83,IL,38.0,Male,80-120k,Online Booking,Debit Card
S00746,2023-03-21,Electrical Wiring,418.55,SPRING10,1,376.69,251.13,125.56,NJ,42.0,Female,<40k,Online Booking,Cash
S00747,2023-03-22,Window Replacement,278.37,None,1,278.37,167.02,111.35,NJ,26.0,Male,<40k,Online Booking,Mobile Pay
S00748,2023-03-22,Window Replacement,1091.13,SPRING10,1,982.01,654.68,327.34,PA,52.0,Male,40-80k,Online Booking,Mobile Pay
S00749,2023-03-22,Electrical Wiring,458.43,REFERRAL20,1,366.74,275.06,91.69,PA,40.0,Non-binary,<40k,Online Booking,Cash
S00750,2023-03-22,Lawn Maintenance,712.01,REFERRAL20,1,569.61,427.2,142.4,NY,29.0,Male,120k+,Online Booking,Cash
S00751,2023-03-22,Gutter Cleaning,945.61,SUMMER15,2,1607.53,1134.73,472.8,WA,26.0,Non-binary,40-80k,Online Booking,Mobile Pay
S00752,2023-03-22,HVAC Servicing,459.93,SPRING10,1,413.94,275.96,137.98,IL,35.0,Male,120k+,Walk-in,Mobile Pay
S00753,2023-03-22,Gutter Cleaning,614.19,SUMMER15,2,1044.12,737.03,307.09,WA,26.0,Male,40-80k,Walk-in,Cash
S00754,2023-03-23,HVAC Servicing,636.95,LOYALTY,2,1019.12,764.34,254.78,IL,25.0,Non-binary,40-80k,Online Booking,Debit Card
S00755,2023-03-23,Fence Repair,1011.1,SUMMER15,1,8594.400000000001,606.66,252.78,IL,50.0,Non-binary,80-120k,Phone,Credit Card
S00756,2023-03-23,Gutter Cleaning,153.71,LOYALTY,2,245.94,184.45,61.48,TX,34.0,Male,80-120k,Walk-in,Debit Card
S00757,2023-03-23,HVAC Servicing,817.85,None,1,817.85,490.71,327.14,NJ,60.0,Male,120k+,Walk-in,Debit Card
S00758,2023-03-23,Window Replacement,117.87,SUMMER15,2,200.38,141.45,58.94,PA,39.0,Female,80-120k,Online Booking,Credit Card
S00759,2023-03-23,Gutter Cleaning,725.44,None,1,725.44,435.26,290.17,CA,,Male,40-80k,Online Booking,Debit Card
S00760,2023-03-23,Electrical Wiring,794.85,LOYALTY,1,635.88,476.91,158.97,FL,29.0,Male,<40k,Walk-in,Mobile Pay
S00761,2023-03-23,Fence Repair,1050.12,REFERRAL20,1,840.1,630.07,210.02,IL,41.0,Male,80-120k,Online Booking,Credit Card
S00762,2023-03-23,Plumbing Repair,1230.47,SPRING10,1,1107.42,738.28,369.14,WA,44.0,Male,120k+,Walk-in,Credit Card
S00763,2023-03-23,HVAC Servicing,656.21,REFERRAL20,1,524.97,393.72,131.24,NJ,50.0,Female,<40k,Walk-in,Cash
S00764,2023-03-23,Gutter Cleaning,209.67,None,1,209.67,125.8,83.87,NY,42.0,Female,<40k,Online Booking,Credit Card
S00765,2023-03-24,Electrical Wiring,1290.44,SPRING10,1,1161.4,774.27,387.13,NJ,45.0,Male,,Walk-in,Debit Card
S00766,2023-03-24,Window Replacement,1266.05,SPRING10,1,1139.45,759.63,379.82,NJ,59.0,Non-binary,<40k,Walk-in,Cash
S00767,2023-03-24,Fence Repair,281.7,LOYALTY,1,225.36,169.02,56.34,NY,38.0,Male,40-80k,Walk-in,Mobile Pay
S00768,2023-03-24,Gutter Cleaning,557.72,SUMMER15,1,474.06,334.63,139.43,TX,46.0,Non-binary,120k+,Phone,Cash
S00769,2023-03-24,Gutter Cleaning,1402.63,SUMMER15,2,2384.47,1683.15,701.31,PA,42.0,Female,120k+,Walk-in,Cash
S00770,2023-03-24,Window Replacement,1248.81,SPRING10,1,1123.93,749.28,374.64,FL,31.0,Female,80-120k,Phone,Mobile Pay
S00771,2023-03-24,Fence Repair,434.9,LOYALTY,1,347.92,260.94,86.98,CA,38.0,Non-binary,<40k,Phone,Credit Card
S00772,2023-03-24,Gutter Cleaning,808.13,SPRING10,1,727.32,484.88,242.44,IL,34.0,Male,80-120k,Online Booking,Debit Card
S00773,2023-03-24,HVAC Servicing,1120.06,None,1,1120.06,672.04,448.02,IL,53.0,Non-binary,40-80k,Online Booking,Credit Card
S00774,2023-03-24,Fence Repair,866.66,SUMMER15,1,736.66,520.0,216.67,TX,57.0,Male,80-120k,Phone,Debit Card
S00775,2023-03-25,Roof Repair,463.23,SUMMER15,1,393.74,277.94,115.81,IL,37.0,Male,120k+,Walk-in,Debit Card
S00776,2023-03-25,Electrical Wiring,800.28,SUMMER15,2,1360.47,960.33,400.14,WA,35.0,Male,120k+,Walk-in,Credit Card
S00777,2023-03-25,Window Replacement,1081.81,SUMMER15,1,919.54,649.09,270.45,CA,29.0,Non-binary,120k+,Online Booking,Credit Card
S00778,2023-03-25,HVAC Servicing,651.15,SUMMER15,1,5534.8,390.69,162.79,NJ,22.0,Female,<40k,Online Booking,Credit Card
S00779,2023-03-25,Water Heater Installation,185.7,None,1,185.7,111.42,74.28,IL,47.0,Non-binary,<40k,Phone,Debit Card
S00780,2023-03-25,HVAC Servicing,1085.51,REFERRAL20,2,1736.82,1302.61,434.2,FL,34.0,Male,<40k,Walk-in,Mobile Pay
S00781,2023-03-25,Fence Repair,672.5,REFERRAL20,1,538.0,403.5,134.5,NY,62.0,Male,120k+,Phone,Mobile Pay
S00782,2023-03-25,Lawn Maintenance,729.44,SPRING10,1,656.49,437.66,218.83,PA,34.0,Male,120k+,Walk-in,Credit Card
S00783,2023-03-25,Gutter Cleaning,811.06,LOYALTY,1,648.85,486.63,162.21,IL,46.0,Male,120k+,Walk-in,Mobile Pay
S00784,2023-03-25,Lawn Maintenance,1029.31,SPRING10,1,926.38,617.58,308.79,WA,47.0,Non-binary,40-80k,Phone,Mobile Pay
